crop_type,yield_per_acre,sowing_date,harvest_date,soil_nutrient_levels,rainfall,temperature,farmer_id,subsidy_amount,disbursement_date,soil type,crop name,location,Amount paid,Water usage(Litres),Electricity,Workers,Number of Acres
soybeans,44.98,2/18/2020,04-07-2021,medium,13.87,20.2,231,9298.77,8/22/2022,Peaty,Sesame,Assam,3929,330,FALSE,8,822
corn,77.43,10/16/2020,6/15/2022,high,1.01,49.13,232,1292.64,1/17/2020,Clayey,Sugarcane,Tamil Nadu,331,892,FALSE,1,219
corn,34.33,11/16/2021,10/22/2020,medium,43.38,56.59,233,4083.81,8/18/2020,Saline,Tobacco,Maharashtra,3527,529,TRUE,3,966
soybeans,27.7,10/18/2022,2/21/2021,medium,26.06,23.86,234,9318.74,8/14/2020,Peaty,Sugarcane,Madhya Pradesh,8576,852,TRUE,6,751
wheat,20.03,8/19/2020,03-04-2021,low,37.68,4.56,235,6746.42,2/14/2020,Black,Tobacco,Assam,8742,959,FALSE,10,30
corn,4.33,06-11-2020,7/21/2020,medium,14.47,66.49,236,1174.92,1/29/2022,Red,Sugarcane,Assam,4399,467,FALSE,1,53
rice,45.26,12/21/2022,12/29/2022,low,21.6,14.21,237,564.74,8/20/2021,Clayey,Bajra (Pearl Millet),Tamil Nadu,1412,418,TRUE,5,375
soybeans,27.68,9/26/2020,11/28/2022,low,45.3,61.31,238,434.52,6/22/2020,Black,Coffee,Karnataka,7936,12,TRUE,2,447
soybeans,50.8,6/16/2020,01-12-2021,high,32.09,-13.82,239,3437.45,6/19/2020,Mountain,Sorghum,Punjab,5342,426,FALSE,8,179
rice,20.1,7/17/2022,11-08-2022,high,34.09,7.68,240,5011.67,7/25/2022,Alluvial,Vegetables,Haryana,635,866,TRUE,7,247
rice,38.33,9/14/2022,01-07-2020,high,44.02,43.44,241,8754.1,4/15/2020,Alluvial,Mustard,Haryana,7879,54,TRUE,8,167
soybeans,60.31,05-02-2021,11-03-2021,medium,48.43,85.93,242,6594.11,11-02-2020,Desert,Maize,Jammu and Kashmir,2901,426,TRUE,2,14
cotton,15.43,12/13/2022,06-02-2021,medium,4.36,83.52,243,7651.4,08-09-2020,Alluvial,Jute,Madhya Pradesh,7900,46,TRUE,5,124
rice,32.48,06-11-2021,6/22/2022,high,34.97,63.82,244,2665.32,4/14/2020,Saline,Date Palm,Assam,9008,156,FALSE,2,686
cotton,40.85,06-06-2021,3/28/2021,high,46.64,20.17,245,6404.66,07-09-2022,Loamy,Tobacco,Uttarakhand,230,122,FALSE,7,562
cotton,35.87,08-05-2022,07-03-2022,high,18.35,33.94,246,6224.3,12/13/2020,Red,Cashew,Assam,5902,784,TRUE,8,273
wheat,56.8,9/25/2022,8/25/2020,low,10.12,5.01,247,3498.9,03-10-2020,Clayey,Tur (Pigeon Pea),Jammu and Kashmir,4696,123,FALSE,3,743
cotton,25.5,05-11-2022,10-12-2021,high,41.96,81.04,248,4505.52,6/27/2022,Laterite,Cumin,Odisha,8576,457,FALSE,6,437
wheat,24.93,3/23/2021,7/20/2022,low,34.61,67.95,249,3113.34,05-10-2020,Peaty,Groundnut,Himachal Pradesh,9754,442,FALSE,7,719
wheat,55.22,5/20/2021,10/20/2022,high,46.14,-17.36,250,2480.66,8/28/2021,Black,Coffee,Karnataka,7167,402,TRUE,6,336
cotton,85.88,6/15/2022,8/19/2020,medium,41.55,-5.7,251,4483.48,05-01-2020,Alluvial,Vegetables,Madhya Pradesh,6018,476,TRUE,3,976
wheat,59.86,7/20/2020,11-10-2021,high,35.78,65.02,252,1614.74,11/30/2020,Peaty,Coffee,Gujarat,323,827,FALSE,6,829
cotton,43.5,06-04-2022,10/13/2022,medium,18.55,96.23,253,1818.85,4/13/2021,Alluvial,Rice,Karnataka,5905,530,FALSE,2,79
corn,54.98,6/27/2022,9/18/2022,medium,26.15,77.91,254,293,11/17/2022,Desert,Tobacco,Uttarakhand,8108,970,FALSE,3,4
soybeans,96.07,07-06-2022,10-06-2021,high,29.35,23.77,255,6348.09,1/29/2022,Desert,Jute,Assam,8161,152,FALSE,9,45
cotton,93.52,03-08-2020,2/20/2021,low,41.21,91.95,256,9198.61,11-11-2022,Alluvial,Maize,Uttar Pradesh,903,87,FALSE,4,573
soybeans,62.88,9/13/2020,3/25/2020,low,7.57,35.78,257,112.22,02-05-2021,Desert,Soybean,Himachal Pradesh,7924,642,TRUE,1,742
cotton,56.32,01-03-2020,7/29/2020,low,45.15,44.59,258,7259.62,10/20/2021,Red,Potato,Madhya Pradesh,4482,579,TRUE,6,984
wheat,42.37,06-09-2021,6/15/2021,medium,28.52,103.19,259,4382.27,4/23/2021,Red,Peanut,West Bengal,855,541,TRUE,8,591
corn,19.69,04-05-2021,07-04-2020,medium,12.02,95.37,260,8752.82,3/27/2020,Clayey,Areca nut,Kerala,2565,538,TRUE,8,542
wheat,66.23,1/25/2021,7/17/2022,medium,19.2,41.23,261,1176.43,10/25/2020,Laterite,Ragi,Punjab,8943,681,TRUE,6,661
rice,16.9,4/13/2022,09-04-2021,medium,1.86,17.51,262,5416.54,9/19/2020,Peaty,Maize,Rajasthan,8837,893,FALSE,1,956
corn,40.27,05-02-2022,11/23/2020,high,26.77,17.78,263,4972.12,5/27/2021,Loamy,Cashew,Karnataka,3701,961,FALSE,10,450
wheat,73.31,09-01-2022,2/22/2020,low,34.48,103.44,264,3973.28,9/28/2020,Mountain,Cumin,Karnataka,5084,104,FALSE,6,253
rice,9.07,4/23/2021,9/28/2021,medium,30.88,46.95,265,4501.28,10-05-2020,Peaty,Chili,Haryana,8209,516,TRUE,5,214
corn,19.29,6/23/2021,12/28/2022,low,41.06,16.94,266,6960.01,11/24/2020,Saline,Sorghum,Himachal Pradesh,6458,840,FALSE,9,820
soybeans,0.39,7/26/2020,5/21/2022,low,11.25,-13.36,267,5813.82,10/31/2020,Red,Barley,Tamil Nadu,2061,829,FALSE,7,611
wheat,34.35,6/30/2020,4/28/2021,high,29.47,81.3,268,5537.95,8/30/2020,Clayey,Wheat,Uttarakhand,8615,654,TRUE,3,974
rice,87.52,11/23/2020,1/17/2020,low,16.08,55.33,269,7774.08,10/13/2021,Clayey,Chili,Madhya Pradesh,5576,872,FALSE,3,264
corn,85.26,7/29/2022,04-02-2022,medium,11.09,95.73,270,3046.53,02-09-2021,Saline,Cotton,Karnataka,2149,289,FALSE,1,380
wheat,36.23,3/16/2022,12/27/2022,high,28.48,39.98,271,1926.79,09-09-2021,Red,Sunflower,Chhattisgarh,389,416,TRUE,10,598
cotton,50.77,3/30/2022,04-11-2021,medium,6.23,33.48,272,4673.32,02-06-2022,Clayey,Lentil,Chhattisgarh,3307,39,FALSE,3,963
corn,78.51,5/19/2022,11/29/2021,high,30.78,72.44,273,3874.86,11-11-2021,Loamy,Tobacco,Punjab,6242,968,TRUE,2,556
wheat,26.08,07-03-2020,9/22/2020,high,37.24,103.52,274,7922.79,11/13/2022,Red,Ragi,Haryana,3359,206,TRUE,7,963
corn,34.25,03-03-2020,08-06-2022,low,2.97,106.84,275,1948.66,10-11-2022,Laterite,Cabbage,Uttarakhand,9821,377,FALSE,10,931
cotton,26.98,07-12-2020,10-02-2020,low,47.58,91.24,276,3366.76,4/30/2022,Alluvial,Ragi,Maharashtra,7671,436,FALSE,3,243
corn,99.93,12/26/2021,12/15/2021,medium,41.34,68.13,277,7908.98,9/13/2021,Desert,Wheat,Assam,4062,434,FALSE,6,514
soybeans,96.59,4/13/2020,9/20/2020,low,32.94,-0.45,278,3487.07,12/14/2022,Black,Date Palm,Gujarat,35,34,TRUE,4,281
cotton,6.15,07-02-2021,5/31/2021,low,17.69,24.4,279,2247.15,09-01-2021,Laterite,Pineapple,Gujarat,7187,840,TRUE,3,90
corn,21.92,11-11-2022,12/28/2020,high,20.04,5.87,280,4651.63,2/25/2021,Desert,Bajra (Pearl Millet),Uttarakhand,122,752,FALSE,1,245
rice,8.77,03-03-2020,5/17/2020,low,11.76,68.37,281,672.05,10/20/2021,Laterite,Sugarcane,Jammu and Kashmir,2364,242,TRUE,2,423
cotton,75.54,05-07-2020,08-04-2022,medium,17.34,65.03,282,5740.04,02-11-2020,Alluvial,Onion,Kerala,9277,25,FALSE,3,539
corn,22.47,2/16/2021,02-08-2020,medium,29.88,60.31,283,9290.43,06-05-2021,Red,Jute,Madhya Pradesh,3982,936,TRUE,8,414
corn,61.65,1/25/2022,10/15/2021,low,31.59,96.77,284,6673.23,11/27/2021,Alluvial,Groundnut,Bihar,385,41,FALSE,4,585
cotton,79.04,11/24/2021,04-03-2022,medium,20.42,118.59,285,3189.42,3/14/2020,Loamy,Rice,Bihar,1244,951,FALSE,10,770
wheat,72.69,02-06-2021,5/15/2020,low,34,55.61,286,5125.77,3/15/2021,Black,Mustard,Himachal Pradesh,2853,106,TRUE,1,192
corn,23.07,9/28/2020,3/23/2021,medium,23.58,51.95,287,599.3,3/13/2020,Peaty,Cumin,Uttar Pradesh,6163,396,TRUE,9,908
soybeans,38.39,11/19/2021,07-12-2021,medium,10.98,46.48,288,7889.64,6/30/2021,Black,Groundnut,Assam,2475,157,FALSE,6,461
corn,68.29,10/27/2021,12-10-2021,low,35.51,25.01,289,1422.89,4/28/2021,Alluvial,Areca nut,Telangana,4059,865,TRUE,3,196
rice,62.52,03-11-2021,3/18/2021,low,20.35,0,290,3571.96,05-09-2022,Alluvial,Guar,Haryana,402,934,FALSE,5,293
rice,86.86,3/17/2022,3/14/2021,medium,0.55,23.41,291,2847.18,3/31/2021,Loamy,Rice,Odisha,7973,525,FALSE,1,362
cotton,25.37,5/22/2021,06-12-2022,high,12.09,71.22,292,2022.57,5/22/2020,Red,Barley,Uttarakhand,2538,613,TRUE,9,507
soybeans,19.23,07-06-2021,5/29/2020,low,14.76,71.9,293,4151.89,08-01-2021,Loamy,Bajra (Pearl Millet),Himachal Pradesh,3632,252,TRUE,8,687
cotton,93.3,12-01-2022,7/31/2021,high,0.1,-16.8,294,3337.04,07-01-2021,Clayey,Rice,Bihar,8210,275,FALSE,10,383
wheat,21.02,5/16/2021,01-02-2021,low,37.99,-15.04,295,8524.33,7/13/2020,Red,Sugarcane,Himachal Pradesh,5699,392,FALSE,10,459
cotton,2.4,03-03-2022,6/27/2021,high,6.08,117.34,296,1497.71,10-09-2022,Saline,Guar,West Bengal,9101,338,FALSE,5,471
soybeans,85.35,10-06-2020,01-11-2020,high,19.04,51.81,297,104.45,3/22/2020,Peaty,Chickpea,Tamil Nadu,138,706,TRUE,1,566
soybeans,78.46,10/21/2020,3/23/2022,low,29.03,51.1,298,2929.06,3/15/2020,Saline,Onion,Chhattisgarh,3480,434,FALSE,9,678
rice,51.14,9/30/2020,10-01-2021,medium,34.31,94.44,299,5213.89,07-08-2020,Clayey,Cotton,Assam,2837,153,TRUE,5,330
cotton,66.84,1/23/2020,12/18/2021,medium,8.5,110.59,300,126.59,12-06-2022,Black,Sunflower,Rajasthan,4368,2,FALSE,2,244
corn,57.96,10-11-2021,03-01-2020,low,48.52,12.24,301,2090.69,4/30/2022,Laterite,Lentil,Kerala,4853,86,TRUE,2,431
soybeans,50.31,9/29/2022,11/16/2020,high,16.45,14.06,302,7646.82,10/27/2022,Loamy,Potato,Haryana,4651,83,FALSE,7,291
wheat,10.95,12/13/2022,11/27/2021,low,14.76,-5.7,303,8726.18,11-04-2020,Alluvial,Cotton,Chhattisgarh,2346,19,FALSE,2,282
corn,66.21,01-07-2020,7/16/2021,high,12.14,85.85,304,5609.45,11-09-2020,Saline,Pineapple,Madhya Pradesh,3165,232,TRUE,8,549
wheat,10.83,08-02-2020,12/18/2020,medium,18.29,85.08,305,3696.58,5/26/2021,Red,Areca nut,Telangana,5414,7,TRUE,8,424
cotton,46.7,4/13/2022,4/17/2021,medium,24,96.8,306,4363.71,10-04-2022,Black,Tea,Uttarakhand,5812,280,TRUE,3,780
soybeans,66.01,10-06-2021,02-02-2020,high,49.94,67.96,307,7463.75,6/26/2021,Loamy,Date Palm,Tamil Nadu,9123,313,TRUE,3,751
soybeans,38.9,12/20/2022,9/26/2021,low,14.6,76.03,308,3271.5,3/17/2022,Peaty,Peanut,Madhya Pradesh,8753,338,FALSE,9,861
corn,35.39,3/25/2022,10/15/2021,low,18.73,49.06,309,1753.59,10-02-2022,Laterite,Mustard,Tamil Nadu,4079,840,TRUE,10,871
cotton,12.56,06-01-2021,2/26/2020,medium,46.37,98.57,310,9195.78,02-12-2022,Alluvial,Chickpea,Bihar,7331,731,FALSE,3,545
rice,54.98,10-05-2022,10/14/2022,medium,48.34,105.62,311,7233.79,2/23/2020,Peaty,Wheat,Tamil Nadu,9587,506,TRUE,8,100
corn,82.84,07-10-2020,5/15/2021,high,22.59,64.7,312,4420.58,06-01-2020,Black,Guar,Tamil Nadu,5804,365,TRUE,9,767
corn,88.69,1/24/2022,1/15/2021,medium,7.32,111.6,313,9437.28,01-09-2021,Peaty,Maize,Haryana,1386,833,FALSE,4,416
rice,15.79,11/30/2021,07-12-2020,low,14.74,-19.22,314,4904.62,5/21/2020,Loamy,Chili,Karnataka,3165,949,FALSE,4,290
corn,1.78,07-05-2022,11/13/2020,high,25.59,6.63,315,3763.82,4/13/2021,Laterite,Pineapple,Telangana,420,749,TRUE,9,563
soybeans,35.91,07-05-2021,6/17/2020,high,9.2,20.86,316,499.49,5/19/2020,Saline,Millets,Telangana,9824,395,FALSE,7,32
corn,75.26,03-06-2020,12/25/2022,high,31.56,14.03,317,5572.5,04-07-2021,Peaty,Coriander,Odisha,662,317,TRUE,1,279
wheat,20.98,6/30/2022,5/15/2021,medium,7.48,103.26,318,3842.4,12-10-2020,Saline,Bajra (Pearl Millet),Haryana,5377,271,FALSE,7,326
wheat,19.04,10/25/2020,5/31/2022,high,34.22,44.8,319,6932.33,10-03-2022,Black,Jute,Bihar,5506,975,TRUE,10,333
corn,42.86,10-11-2022,11/20/2021,medium,32.33,114.78,320,3577.76,5/14/2021,Clayey,Pulses,Rajasthan,8076,198,TRUE,3,616
rice,66.78,11/19/2022,7/23/2020,medium,26.35,67.08,321,3498.23,5/31/2020,Alluvial,Coriander,Telangana,8758,902,FALSE,8,639
corn,64.39,11-10-2021,10-01-2021,low,49.26,14.1,322,4547.45,2/29/2020,Black,Cotton,Tamil Nadu,3184,616,TRUE,5,685
soybeans,41.4,6/17/2022,4/14/2020,low,2.18,15.11,323,2513.27,05-06-2022,Saline,Mustard,Odisha,5741,158,FALSE,4,792
wheat,1.2,7/16/2020,5/16/2022,medium,19.09,97.32,324,1851.87,2/13/2020,Red,Plum,Andhra Pradesh,6120,421,TRUE,4,398
corn,21.59,08-11-2020,6/20/2020,high,14.89,76.1,325,8480.53,9/30/2022,Saline,Tobacco,Tamil Nadu,5746,619,TRUE,6,81
soybeans,69.04,03-01-2020,9/22/2020,high,41.04,-8.35,326,5090.58,7/13/2020,Red,Lentil,Rajasthan,8197,667,FALSE,7,591
wheat,59.92,9/22/2022,11/14/2022,high,14.73,-12.25,327,5498.73,5/27/2020,Saline,Barley,Tamil Nadu,9952,842,TRUE,2,614
corn,74.57,3/22/2020,4/13/2020,high,34.35,116.9,328,6516.08,11-11-2022,Peaty,Sesame,Kerala,1396,728,TRUE,3,984
rice,35.23,2/20/2020,11/26/2021,high,13.06,115.2,329,7086.31,2/17/2021,Loamy,Pineapple,Andhra Pradesh,8596,171,FALSE,10,567
soybeans,19.1,9/30/2021,5/25/2021,medium,2.7,-1.26,330,4535.74,09-09-2021,Saline,Bajra (Pearl Millet),Rajasthan,8724,485,TRUE,6,752
cotton,29.51,12-12-2021,3/23/2020,high,42.78,21.84,331,1319.52,07-08-2020,Clayey,Sorghum,Andhra Pradesh,3967,610,TRUE,3,760
wheat,94.24,2/17/2022,2/13/2021,medium,25.41,113.33,332,8113.41,09-10-2020,Laterite,Date Palm,Assam,6193,258,FALSE,10,151
wheat,5.52,7/13/2022,5/14/2021,medium,31.3,9.95,333,8552.38,10/20/2020,Mountain,Vegetables,Himachal Pradesh,9793,586,TRUE,10,35
rice,0.22,03-10-2020,3/24/2022,low,35.09,106.9,334,2303.4,08-05-2022,Saline,Tea,Uttar Pradesh,6592,322,TRUE,3,620
corn,59.65,12/17/2022,5/28/2021,medium,17.05,22.11,335,8902.3,2/22/2020,Loamy,Bajra (Pearl Millet),Uttarakhand,5267,570,FALSE,7,246
soybeans,43.55,11/28/2020,8/18/2021,low,29.29,-6.9,336,8240.44,3/15/2021,Black,Barley,Karnataka,2039,404,TRUE,8,166
rice,65.38,11-09-2022,7/17/2022,low,41.44,18.66,337,2606.68,07-12-2021,Loamy,Pineapple,Tamil Nadu,6970,337,TRUE,3,822
cotton,62.66,7/24/2020,7/20/2021,medium,19.62,107.54,338,6227.34,10-12-2020,Mountain,Tea,Uttar Pradesh,1637,755,TRUE,6,526
rice,52.75,9/29/2020,6/23/2022,low,35.04,10.9,339,8726.05,07-11-2022,Saline,Areca nut,Telangana,3314,46,TRUE,10,653
soybeans,95.89,4/18/2021,9/29/2022,high,35.4,88.93,340,8555.17,11/14/2021,Laterite,Potato,Uttar Pradesh,3269,392,TRUE,5,50
soybeans,42.85,8/13/2021,6/26/2021,high,5.24,-11.7,341,9464.42,4/29/2020,Mountain,Cabbage,Maharashtra,2838,451,FALSE,2,88
cotton,49,09-04-2021,2/28/2020,high,16.23,96.61,342,4282.56,7/22/2020,Black,Tea,Gujarat,1466,340,FALSE,4,612
cotton,65.76,1/26/2021,10/19/2021,medium,24.65,101.52,343,9506.88,9/14/2020,Laterite,Peach,Assam,8912,12,TRUE,2,674
cotton,26.56,5/14/2020,11-04-2022,medium,40.17,79.59,344,7770.56,03-10-2022,Loamy,Pineapple,Uttar Pradesh,8670,622,FALSE,1,779
rice,38.9,11/14/2021,6/13/2022,medium,42.46,-2.61,345,1157.38,10-11-2021,Red,Areca nut,Rajasthan,678,351,TRUE,7,311
soybeans,44.47,5/29/2022,05-07-2021,low,32.92,86.58,346,8211.19,10-05-2021,Laterite,Pineapple,Maharashtra,7512,789,TRUE,7,425
corn,23.5,6/26/2021,03-07-2021,medium,10.3,100.24,347,8331.88,03-12-2020,Mountain,Date Palm,Telangana,9856,641,FALSE,5,400
wheat,23.08,06-06-2020,03-12-2021,low,36.38,-3.99,348,117.69,4/25/2021,Desert,Sorghum,Gujarat,3265,722,TRUE,6,228
cotton,47.65,12/27/2021,1/25/2020,high,21.67,24.2,349,264.35,2/20/2020,Red,Sesame,Andhra Pradesh,6525,737,TRUE,7,916
wheat,39.28,03-08-2022,5/22/2021,high,45.78,50.96,350,4681.58,5/23/2022,Desert,Wheat,Jammu and Kashmir,8912,614,TRUE,7,535
soybeans,65.38,12-04-2021,9/14/2020,medium,44.89,0.02,351,6939.06,8/26/2021,Alluvial,Groundnut,Telangana,2262,685,TRUE,9,95
soybeans,77.31,04-05-2022,12-02-2020,medium,9.92,57.19,352,1060.36,7/14/2020,Black,Chili,Gujarat,1729,28,TRUE,8,774
corn,91.18,11-02-2021,5/22/2020,low,46.87,84.39,353,7555.29,3/22/2020,Clayey,Coriander,Karnataka,5390,581,TRUE,1,563
cotton,13.09,1/26/2020,12/26/2021,low,33.81,90.83,354,8938.98,05-02-2020,Alluvial,Pineapple,Tamil Nadu,2474,283,TRUE,8,467
wheat,20.13,12/14/2021,4/22/2022,high,31.11,-13,355,5428.84,1/28/2022,Saline,Sunflower,Madhya Pradesh,777,299,TRUE,6,583
corn,26.62,09-12-2022,02-02-2021,medium,42.81,45.62,356,6429.37,05-03-2022,Saline,Areca nut,Tamil Nadu,9086,883,TRUE,3,621
soybeans,31.99,02-11-2020,7/29/2021,medium,3.37,31.58,357,5267.99,06-09-2021,Saline,Wheat,Odisha,196,291,TRUE,4,501
cotton,40.12,2/23/2022,4/18/2020,medium,42.45,34.37,358,4486.89,4/22/2021,Peaty,Tur (Pigeon Pea),West Bengal,7705,874,FALSE,4,7
rice,18.53,05-04-2022,7/25/2021,high,32.49,61.96,359,3691.16,12/31/2020,Red,Peanut,Rajasthan,6133,228,TRUE,7,932
corn,50.67,11/27/2020,5/25/2022,high,32.73,87.06,360,2856.15,07-11-2022,Clayey,Vegetables,Uttar Pradesh,600,948,FALSE,4,461
rice,76.83,11/14/2021,8/16/2022,high,44.49,9.67,361,2681.45,7/31/2021,Loamy,Areca nut,Madhya Pradesh,1111,884,TRUE,3,542
soybeans,52.72,5/16/2022,10/19/2022,low,14.57,42.53,362,4175.7,6/30/2021,Alluvial,Cashew,Telangana,267,322,TRUE,4,967
wheat,17,8/19/2021,02-12-2020,low,22.46,6.51,363,9690.2,3/17/2022,Peaty,Jute,Tamil Nadu,6340,506,FALSE,9,118
rice,48.43,07-06-2022,9/16/2022,high,49.36,86.54,364,1639.3,07-09-2022,Clayey,Wheat,Odisha,6608,288,TRUE,1,85
soybeans,62.88,01-11-2022,2/14/2020,medium,4.22,-15.04,365,606.53,6/15/2021,Clayey,Cumin,Andhra Pradesh,2378,897,TRUE,7,535
cotton,85.34,1/18/2021,6/18/2022,high,14.03,39.29,366,7481.51,1/20/2022,Clayey,Lentil,Karnataka,5315,766,FALSE,3,59
rice,75.45,3/14/2022,3/23/2022,high,14.13,62.15,367,6979.38,08-07-2020,Desert,Plum,Maharashtra,170,243,FALSE,5,999
corn,82.43,5/23/2021,6/23/2020,low,36.21,119.97,368,4124.84,06-10-2020,Red,Pulses,Maharashtra,6359,194,FALSE,10,927
wheat,49.74,10-10-2020,11/21/2022,medium,45.82,47.01,369,96.74,02-03-2020,Desert,Sunflower,Bihar,9278,723,TRUE,1,260
rice,92.77,4/18/2022,09-04-2020,low,4.43,78.3,370,3730.69,05-01-2021,Black,Lentil,Haryana,2539,949,TRUE,7,959
wheat,47.07,7/14/2021,11-07-2020,medium,27.38,97.88,371,2355.07,10-07-2022,Red,Groundnut,Jammu and Kashmir,2991,494,FALSE,4,165
rice,5.91,3/17/2022,06-06-2021,medium,27.69,58.85,372,6015.74,2/27/2020,Saline,Chickpea,Madhya Pradesh,2303,960,FALSE,10,134
soybeans,0.52,6/17/2021,6/20/2022,medium,27.66,86.32,373,9672.35,08-11-2021,Mountain,Tea,Maharashtra,5184,183,FALSE,8,647
wheat,5.83,07-10-2022,12/17/2020,low,28.91,113.47,374,2570.18,12/30/2021,Alluvial,Peanut,Uttar Pradesh,5995,820,TRUE,6,582
cotton,24.67,2/27/2022,09-01-2022,medium,2.57,79.35,375,5006.83,7/15/2021,Desert,Coriander,Chhattisgarh,8639,196,FALSE,6,589
soybeans,60.93,01-01-2022,03-12-2021,medium,34.33,51.92,376,8452.57,07-06-2022,Red,Pineapple,Uttarakhand,1793,90,TRUE,3,977
rice,97.94,10/20/2021,9/25/2021,low,49.6,19,377,3943.38,11/21/2021,Clayey,Mustard,Chhattisgarh,8873,342,TRUE,9,687
cotton,41.81,6/13/2021,4/16/2021,low,44.26,106.7,378,4646.09,07-04-2021,Clayey,Wheat,Chhattisgarh,2224,120,TRUE,7,963
cotton,36.63,7/21/2021,12/13/2021,medium,41.6,84.91,379,7379.37,10-10-2020,Loamy,Potato,Tamil Nadu,9150,106,FALSE,5,337
soybeans,80.46,1/28/2022,03-09-2021,medium,23.79,6.61,380,3891.03,09-01-2021,Mountain,Tobacco,Jammu and Kashmir,715,797,FALSE,2,378
cotton,79.51,9/24/2022,05-02-2022,medium,42.9,37.59,381,9445.05,02-03-2022,Black,Tea,West Bengal,4102,316,TRUE,7,140
cotton,26.35,05-06-2020,6/17/2021,medium,44.25,3.42,382,7984.22,11/28/2020,Black,Plum,Haryana,8635,562,TRUE,9,749
cotton,76.76,2/21/2020,8/24/2021,low,18.36,62.21,383,4438.31,12-07-2021,Peaty,Guar,Madhya Pradesh,9831,794,FALSE,8,340
cotton,75.28,12-09-2021,11-12-2021,high,4.87,53.72,384,2744.34,07-11-2022,Mountain,Coffee,Odisha,8518,464,TRUE,1,876
cotton,64.42,5/30/2021,01-04-2020,medium,2.59,12.49,385,5563.03,3/19/2022,Black,Wheat,Jammu and Kashmir,6363,116,FALSE,8,254
cotton,2.36,1/24/2022,12/26/2020,medium,20.4,-14.17,386,4263.67,2/18/2021,Alluvial,Sesame,Jammu and Kashmir,8305,840,FALSE,2,481
wheat,71.59,05-05-2022,06-06-2021,low,26.37,31.92,387,7589.53,03-12-2022,Clayey,Cabbage,Himachal Pradesh,9468,642,FALSE,5,276
cotton,7.77,9/24/2021,02-03-2020,medium,14.09,21.39,388,2855.82,8/22/2022,Laterite,Soybean,Uttar Pradesh,7811,203,FALSE,10,449
soybeans,94.66,1/28/2022,11-08-2020,medium,7.78,14.84,389,7835.95,6/24/2022,Black,Apple,Karnataka,9968,5,FALSE,10,882
wheat,96.15,10/28/2021,12/16/2020,high,8.47,16.03,390,1036.09,03-09-2020,Red,Sugarcane,Telangana,7545,963,FALSE,7,976
rice,98.65,2/23/2022,05-09-2020,low,8.71,54.62,391,776.21,9/17/2021,Laterite,Sorghum,Gujarat,9908,833,FALSE,4,565
corn,71.63,01-08-2020,9/23/2022,high,16.14,29.92,392,2784.37,1/22/2021,Saline,Soybean,Karnataka,7827,747,FALSE,2,493
rice,16.11,06-11-2020,11/21/2020,medium,40.24,97.38,393,5024.58,9/18/2022,Black,Apple,Odisha,6746,68,FALSE,9,859
rice,68.1,06-06-2022,11/21/2021,low,17.85,-15.98,394,1014.93,4/28/2021,Desert,Millets,West Bengal,1923,454,FALSE,10,157
corn,16.89,01-11-2021,7/20/2020,high,11.78,65.24,395,5640.85,9/16/2021,Red,Jute,Chhattisgarh,2982,32,FALSE,8,997
wheat,27.51,05-04-2020,8/24/2021,high,44.77,55.18,396,7136.21,07-09-2022,Black,Plum,Gujarat,828,186,FALSE,1,809
rice,95,1/18/2020,08-09-2020,medium,9.74,85.95,397,2880.35,5/23/2021,Desert,Maize,Himachal Pradesh,5880,470,TRUE,8,334
cotton,11.22,5/27/2022,04-02-2021,medium,48.25,112.72,398,3891.99,2/15/2022,Alluvial,Cotton,Bihar,7984,792,FALSE,6,91
wheat,9.65,3/29/2021,3/27/2021,high,23.36,98.58,399,6922.41,7/15/2021,Peaty,Sugarcane,Odisha,5909,794,FALSE,2,983
wheat,74.62,6/20/2022,02-07-2021,low,2.12,30.48,400,4298.43,4/17/2020,Mountain,Coriander,Madhya Pradesh,34,115,FALSE,7,249
wheat,73.98,6/20/2020,6/29/2021,high,49.75,24.29,401,916.18,10/19/2022,Clayey,Potato,Telangana,1418,76,TRUE,7,329
wheat,72.35,5/24/2022,12/23/2021,low,46.23,67.01,402,9576.49,5/16/2022,Black,Apple,Uttar Pradesh,5358,647,FALSE,2,424
soybeans,78.76,02-05-2021,7/23/2021,low,20.64,-15.4,403,2102.01,12-02-2020,Desert,Barley,Madhya Pradesh,4233,698,FALSE,9,652
wheat,37.11,02-05-2021,07-12-2020,high,45.05,-15.95,404,4678.58,4/28/2020,Alluvial,Ragi,Punjab,5951,802,TRUE,8,676
soybeans,53.24,2/25/2021,7/15/2020,low,9.86,52.27,405,3900.18,01-12-2022,Loamy,Cabbage,Kerala,3109,744,TRUE,10,724
soybeans,71.61,02-05-2021,11-02-2020,medium,11.79,99.77,406,7296.84,06-09-2020,Loamy,Chili,Gujarat,4665,537,FALSE,6,424
cotton,80.84,2/20/2021,03-03-2022,low,11.04,-14.07,407,1127.99,03-12-2020,Mountain,Groundnut,Haryana,3171,703,FALSE,5,724
rice,65.73,03-05-2022,9/25/2022,medium,29.84,94.51,408,1115.31,09-02-2021,Black,Chili,Chhattisgarh,722,407,TRUE,2,266
rice,40.49,11-01-2022,11-06-2021,low,30.44,99.98,409,6934.14,07-04-2021,Alluvial,Apple,Haryana,1945,476,FALSE,6,327
